data_pobrania,tytul,cena,link,metraz,czynsz,pietro,pokoje,lokalizacja,rok_budowy,ogrzewanie,kaucja,stan,powierzchnia,data_aktualizacji
2026-02-07 23:06,Kawalerka wysoki standard balkon Legnicka 33,2300,https://www.otodom.pl/pl/oferta/kawalerka-wysoki-standard-balkon-legnicka-33-ID4woOG,,550,5,1,"ul. Legnicka, Wrocław",2020,miejskie,2300,do zamieszkania,20,2026-02-10
2026-02-07 23:06,"3 pok, 65m2, dwa balkony, klima,miejsce park.",5000,https://www.otodom.pl/pl/oferta/3-pok-65m2-dwa-balkony-klima-miejsce-park-ID4zvaG,,1000,5,3,"ul. Przyjaźni, Wrocław",2020,miejskie,6000,brak,65,2026-02-10
2026-02-07 23:06,Ulica Magellana ! Pełen Rozkład ! Super Wyposażone Umeblowane Okazja !,2800,https://www.otodom.pl/pl/oferta/ulica-magellana-pelen-rozklad-super-wyposazone-umeblowane-okazja-ID4zLkd,,0,2,2,"ul. Ferdynanda Magellana, Wrocław",brak,miejskie,brak,do zamieszkania,46,2026-02-10
2026-02-07 23:06,The Upper House-basen | concierge |Spa&Gym + taras,4000,https://www.otodom.pl/pl/oferta/the-upper-house-basen-concierge-spa-gym-taras-ID4zVbk,,0,6,2,"ul. Walońska, Wrocław",2025,miejskie,brak,do zamieszkania,40,2026-02-10
2026-02-07 23:07,Świetna lokalizacja✮MP✮3-pok✮Balkon✮ENG,3300,https://www.otodom.pl/pl/oferta/swietna-lokalizacjamp3-pokbalkoneng-ID4zVaX,,900,9,3,"ul. Kamienna, Wrocław",2021,miejskie,4500,do zamieszkania,55,2026-02-10
2026-02-07 23:07,NOWOCZESNA KAWALERKA | PIERWSZY NAJEM | BALKON | WINDA,2500,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-pierwszy-najem-balkon-winda-ID4zVa6,,350,3,1,"ul. Międzyleska, Wrocław",2024,miejskie,2500,do zamieszkania,26,2026-02-10
2026-02-07 23:08,Mieszkanie 2-pokojowe na Fabrycznej we Wrocławiu do WYNAJĘCIA,2900,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-fabrycznej-we-wroclawiu-do-wynajecia-ID4zV3m,,750,3,2,"ul. Legnicka, Wrocław",2017,miejskie,brak,do zamieszkania,50,2026-02-10
2026-02-07 23:08,Rozkładowe 2 pokoje z balkonem -Plac Grunwaldzki,3000,https://www.otodom.pl/pl/oferta/rozkladowe-2-pokoje-z-balkonem-plac-grunwaldzki-ID4zV3d,,0,5,2,"ul. Benedykta Polaka, Wrocław",2018,miejskie,brak,do zamieszkania,42,2026-02-10
2026-02-07 23:08,"Nowy budynek, bukwar, rzeka. HIT!",4199,https://www.otodom.pl/pl/oferta/nowy-budynek-bukwar-rzeka-hit-ID4xDUE,,719,1,2,"ul. Księcia Witolda, Wrocław",brak,brak,5000,do zamieszkania,45.19,2026-02-10
2026-02-07 23:08,"apartament z widokiem na rzekę, wysoki standard",4300,https://www.otodom.pl/pl/oferta/apartament-z-widokiem-na-rzeke-wysoki-standard-ID4zV4k,,750,2,2,Wrocław,2020,miejskie,5000,brak,56,2026-02-10
2026-02-07 23:08,2 pokoje z osobną kuchnią ✩ Zoo ✩ na 6 miesięcy,2500,https://www.otodom.pl/pl/oferta/2-pokoje-z-osobna-kuchnia-zoo-na-6-miesiecy-ID4zV5I,,750,1,2,"ul. Antoniego Wiwulskiego, Wrocław",brak,miejskie,3500,to_completion,53,2026-02-10
2026-02-07 23:08,Kawalerka z miejscem parkingowym Jeździecka Krzyki,2000,https://www.otodom.pl/pl/oferta/kawalerka-z-miejscem-parkingowym-jezdziecka-krzyki-ID4vOUP,,800,5,1,Wrocław,brak,brak,2800,do zamieszkania,27,2026-02-10
2026-02-07 23:09,Luksusowe_3_pokoje_z_balkonem_klimatyzowane_garaż_spokojna_okolica,4400,https://www.otodom.pl/pl/oferta/luksusowe-3-pokoje-z-balkonem-klimatyzowane-garaz-spokojna-okolica-ID4zSFL,,850,1,3,"ul. Brylantowa, Wrocław",2018,electrical,9000,do zamieszkania,85,2026-02-10
2026-02-07 23:09,Bulwary Książęce |64 m²|3 Pokoje|Klimatyzacja|Mp,4700,https://www.otodom.pl/pl/oferta/bulwary-ksiazece-64-m-3-pokoje-klimatyzacja-mp-ID4zV2l,,900,brak,3,Wrocław,brak,brak,brak,brak,64,2026-02-10
2026-02-07 23:09,3 pokoje | Promenady Wrocławskie | ul. Zakładowa,4000,https://www.otodom.pl/pl/oferta/3-pokoje-promenady-wroclawskie-ul-zakladowa-ID4vuyf,,1000,2,3,"ul. Zakładowa, Wrocław",2012,miejskie,5000,do zamieszkania,65,2026-02-10
2026-02-07 23:09,Dwupoziomowe 83 m² z tarasem 20 m² | Brochów | Aquapark 3 min,4000,https://www.otodom.pl/pl/oferta/dwupoziomowe-83-m-z-tarasem-20-m-brochow-aquapark-3-min-ID4zO7m,,1165,2,3,Wrocław,2021,kotłownia,5165,do zamieszkania,83,2026-02-10
2026-02-07 23:10,4-pokojowe mieszkanie z balkonem: Bystrzycka 10 min od Magnolia Park,3800,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-z-balkonem-bystrzycka-10-min-od-magnolia-park-ID4zWZn,,1195,0,4,"ul. Bystrzycka, Wrocław",brak,miejskie,4995,do zamieszkania,63,2026-02-10
2026-02-07 23:10,Pierwszy najem | Zamieszkaj w nowym mieszkaniu,2300,https://www.otodom.pl/pl/oferta/pierwszy-najem-zamieszkaj-w-nowym-mieszkaniu-ID4zWZu,,450,1,2,"ul. Blizanowicka, Wrocław",2025,miejskie,0,do zamieszkania,34.1,2026-02-10
2026-02-07 23:10,"Wyjątkowe miejsce w centrum miasta, Lofty, Taras",6000,https://www.otodom.pl/pl/oferta/wyjatkowe-miejsce-w-centrum-miasta-lofty-taras-ID4zGt4,,1600,5,4,"ul. Inowrocławska, Wrocław",2012,miejskie,brak,do zamieszkania,104,2026-02-10
2026-02-07 23:10,Nowa kawalerka| Wynajem| Fabryczna| Od zaraz,1800,https://www.otodom.pl/pl/oferta/nowa-kawalerka-wynajem-fabryczna-od-zaraz-ID4zV1n,,350,1,1,"ul. Fabryczna, Wrocław",2022,miejskie,2500,do zamieszkania,17,2026-02-10
2026-02-07 23:11,"LEGNICKA, 33 m2, 2 pokoje, PIXEL HOUSE, przy C.H. MAGNOLIA",2700,https://www.otodom.pl/hpr/pl/oferta/legnicka-33-m2-2-pokoje-pixel-house-przy-c-h-magnolia-ID4zVdO,,604,3,2,"ul. Legnicka, Wrocław",2022,miejskie,3300,do zamieszkania,33,2026-02-10
2026-02-07 23:11,"2 pokoje z ogródkiem + miejsce postojowe, JAGODNO",3300,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-miejsce-postojowe-jagodno-ID4zWY8,,930,0,2,"Adama Kopycińskiego, Wrocław",2021,kotłownia,3800,do zamieszkania,41.6,2026-02-10
2026-02-07 23:11,ul. Nożownicza _ 2 pok _balkon _m. post. _od zaraz,3000,https://www.otodom.pl/pl/oferta/ul-nozownicza-2-pok-balkon-m-post-od-zaraz-ID4zWXH,,705,3,2,"ul. Nożownicza, Wrocław",1978,miejskie,4000,do zamieszkania,45,2026-02-10
2026-02-07 23:11,3-pokojowe mieszkanie z dużym ogródkiem na Partynicach – bez prowizji,4450,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-duzym-ogrodkiem-na-partynicach-bez-prowizji-ID4zWV4,,1365,0,3,"ul. Kawalerzystów, Wrocław",brak,miejskie,5815,do zamieszkania,74,2026-02-10
2026-02-07 23:12,"3-pok, mieszkanie przy ul. Kiełbaśniczej / English",3800,https://www.otodom.pl/pl/oferta/3-pok-mieszkanie-przy-ul-kielbasniczej-english-ID4mGWY,,1200,2,3,"ul. Kiełbaśnicza, Wrocław",1930,miejskie,4000,do zamieszkania,83,2026-02-10
2026-02-07 23:12,3-pokojowe mieszkanie przy ul. Szewskiej / English,3500,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-przy-ul-szewskiej-english-ID4i1hP,,1200,2,3,"ul. Szewska, Wrocław",1913,miejskie,4000,do zamieszkania,78.8,2026-02-10
2026-02-07 23:12,"Mieszkanie 2 pokoje, Maślice ul. Królewiecka",2400,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-maslice-ul-krolewiecka-ID36ure,,630,1,2,Wrocław,2005,kotłownia,2400,do zamieszkania,49.1,2026-02-10
2026-02-07 23:13,Przestronne 4-pokojowe mieszkanie przy ul. Podwale / English,4000,https://www.otodom.pl/pl/oferta/przestronne-4-pokojowe-mieszkanie-przy-ul-podwale-english-ID4jAcD,,2000,4,4,Wrocław,1955,miejskie,5000,do zamieszkania,108,2026-02-10
2026-02-07 23:13,Piękne słoneczne mieszkanie w centrum + Erasmus,5400,https://www.otodom.pl/pl/oferta/piekne-sloneczne-mieszkanie-w-centrum-erasmus-ID4uCHC,,150,1,4,"pl. Nowy Targ, Wrocław",brak,miejskie,5400,do zamieszkania,55,2026-02-10
2026-02-07 23:13,Duża kawalerka 35 m2 z osobną kuchnią,2350,https://www.otodom.pl/pl/oferta/duza-kawalerka-35-m2-z-osobna-kuchnia-ID4pQH9,,750,3,1,"ul. Altanowa, Wrocław",brak,miejskie,3000,do zamieszkania,35,2026-02-10
2026-02-07 23:13,"Hit 2 pokoje, ogródek, parking, paczkomat",2600,https://www.otodom.pl/pl/oferta/hit-2-pokoje-ogrodek-parking-paczkomat-ID4z0hj,,900,0,2,"ul. Gerberowa, Wrocław",brak,gazowe,4000,brak,56,2026-02-10
2026-02-07 23:14,Mieszkanie 2 pokoje na wynajem,2200,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-na-wynajem-ID4jGRD,,0,4,2,"ul. Sycowska, Wrocław",1970,miejskie,2000,do zamieszkania,42,2026-02-10
2026-02-07 23:14,2 pokoje | osobna kuchnia | Parking | 45m2,2500,https://www.otodom.pl/pl/oferta/2-pokoje-osobna-kuchnia-parking-45m2-ID4zWQS,,600,0,2,"ul. Bernarda Pretficza, Wrocław",1930,miejskie,3000,do zamieszkania,45,2026-02-10
2026-02-07 23:14,Stylowe 2 pok mieszkanie | Balkon | Parking,2750,https://www.otodom.pl/pl/oferta/stylowe-2-pok-mieszkanie-balkon-parking-ID4zWQ8,,0,10,2,"ul. Legnicka, Wrocław",2020,miejskie,brak,do zamieszkania,41,2026-02-10
2026-02-07 23:14,"Nowa przytulna, ekskluzywna kawalerka do wynajęcia - pierwszy najem",2000,https://www.otodom.pl/pl/oferta/nowa-przytulna-ekskluzywna-kawalerka-do-wynajecia-pierwszy-najem-ID4zUcB,,600,1,1,"al. gen. Józefa Hallera, Wrocław",2025,miejskie,3000,do zamieszkania,20,2026-02-10
2026-02-07 23:15,Dwupokojowe mieszkanie z balkonem w zielonej  Klecinie.,2750,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-w-zielonej-klecinie-ID4zWLY,,510,2,2,"ul. Łanowa, Wrocław",2017,kotłownia,3000,do zamieszkania,55,2026-02-10
2026-02-07 23:15,"Wrocław, Różanka 3-pokojowe mieszkanie",3350,https://www.otodom.pl/pl/oferta/wroclaw-rozanka-3-pokojowe-mieszkanie-ID4sgWX,,800,3,3,Wrocław,2009,miejskie,6000,do zamieszkania,61,2026-02-10
2026-02-07 23:15,"Mieszkanie, 37 m², Wrocław",2000,https://www.otodom.pl/pl/oferta/mieszkanie-37-m-wroclaw-ID4zWOX,,0,3,2,"ul. Królowej Marysieńki, Wrocław",brak,miejskie,brak,do zamieszkania,37,2026-02-10
2026-02-07 23:16,"Mieszkanie 1 pok. pełne wyposażenie Rynek, róg Więzienna",2790,https://www.otodom.pl/pl/oferta/mieszkanie-1-pok-pelne-wyposazenie-rynek-rog-wiezienna-ID4ygf5,,349,3,1,"rynek Rynek, Wrocław",1900,miejskie,2700,do zamieszkania,23,2026-02-10
2026-02-07 23:16,2- pokojowe mieszkanie| PLAC GRUNWALDZKI| PIASTOWSKA,2700,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-plac-grunwaldzki-piastowska-ID4l1Is,,800,2,2,"ul. Piastowska, Wrocław",1970,gazowe,3000,do zamieszkania,49,2026-02-10
2026-02-07 23:16,Zatorska | 2 pok | Balkon | Parking,2300,https://www.otodom.pl/pl/oferta/zatorska-2-pok-balkon-parking-ID4zWHM,,650,4,2,"ul. Zatorska, Wrocław",2015,miejskie,2900,do zamieszkania,33,2026-02-10
2026-02-07 23:16,Bardzo duże | Dwupoziomowe | Taras | Garderoba | Lotnisko | Graniczna,4550,https://www.otodom.pl/pl/oferta/bardzo-duze-dwupoziomowe-taras-garderoba-lotnisko-graniczna-ID4zK57,,1200,4,4,"ul. Graniczna, Wrocław",2017,miejskie,6300,do zamieszkania,80,2026-02-10
2026-02-07 23:16,Przestronne 3-pokojowe mieszkanie z balkonem,3300,https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-z-balkonem-ID4zWLw,,700,1,3,"ul. Smardzowska, Wrocław",2017,miejskie,brak,do zamieszkania,72,2026-02-10
2026-02-07 23:16,Wynajmę 2 pokojowe mieszkanie,2600,https://www.otodom.pl/pl/oferta/wynajme-2-pokojowe-mieszkanie-ID4zEX9,,600,3,2,"ul. Skarbowców, Wrocław",2000,miejskie,2500,do zamieszkania,50,2026-02-10
2026-02-07 23:17,"Apartament Kurkowa 14, 2 sypialnie+salon+taras",3800,https://www.otodom.pl/pl/oferta/apartament-kurkowa-14-2-sypialnie-salon-taras-ID4zWFW,,1280,5,3,"ul. Kurkowa, Wrocław",2016,miejskie,brak,do zamieszkania,64,2026-02-10
2026-02-07 23:17,Mieszkanie 3 pokoje z balkonem i dwoma miejscami postojowymi,4000,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-z-balkonem-i-dwoma-miejscami-postojowymi-ID4z9p4,,1300,5,3,"ul. Braniborska, Wrocław",2023,miejskie,5000,do zamieszkania,55.3,2026-02-10
2026-02-07 23:17,Piękny apartament nad Odrą | 2-pok | sauna | komórka lok | 24h ochrona,3600,https://www.otodom.pl/pl/oferta/piekny-apartament-nad-odra-2-pok-sauna-komorka-lok-24h-ochrona-ID4xf53,,600,2,2,"ul. Staromłyńska, Wrocław",2021,brak,3600,brak,35,2026-02-10
2026-02-07 23:17,"Willowe, 35m2, z tarasem , ogródkiem",1400,https://www.otodom.pl/hpr/pl/oferta/willowe-35m2-z-tarasem-ogrodkiem-ID4zWYI,,700,0,1,"ul. Wacława Berenta, Wrocław",1930,gazowe,1400,brak,35,2026-02-10
2026-02-07 23:18,Pełne wyposażenie | Blisko rynku,2200,https://www.otodom.pl/pl/oferta/pelne-wyposazenie-blisko-rynku-ID4uqGA,,400,0,1,Wrocław,1960,miejskie,2500,do zamieszkania,20,2026-02-10
2026-02-07 23:18,Psie Pole_2 pokoje_48m2_oddzielna kuchnia_balkon,2900,https://www.otodom.pl/pl/oferta/psie-pole-2-pokoje-48m2-oddzielna-kuchnia-balkon-ID4zWDK,,770,2,2,"ul. Miłostowska, Wrocław",brak,miejskie,3500,do zamieszkania,48.58,2026-02-10
2026-02-07 23:19,"ok. Ogrodu Botanicznego, mieszkanie 2 pokojowe, rozkładowe.",2500,https://www.otodom.pl/pl/oferta/ok-ogrodu-botanicznego-mieszkanie-2-pokojowe-rozkladowe-ID4znSj,,900,9,2,"ul. kard. Stefana Wyszyńskiego, Wrocław",brak,miejskie,7000,do zamieszkania,47,2026-02-10
2026-02-07 23:19,APARTAMENTMENT w kamienicy z widokiem na Ratusz,3500,https://www.otodom.pl/pl/oferta/apartamentment-w-kamienicy-z-widokiem-na-ratusz-ID4zgQt,,1000,1,2,"rynek Rynek, Wrocław",brak,miejskie,9500,do zamieszkania,60,2026-02-10
2026-02-07 23:19,Park za oknem – komfortowe 2 pokoje z garażem,3200,https://www.otodom.pl/pl/oferta/park-za-oknem-komfortowe-2-pokoje-z-garazem-ID4zWvF,,900,1,2,"ul. Antoniego Wiwulskiego, Wrocław",2013,miejskie,3200,do zamieszkania,54,2026-02-10
2026-02-07 23:19,2 pok | ROZKŁAD | 45m2 | ul. Popowicka 36 | Balkon plus piwnica,2750,https://www.otodom.pl/pl/oferta/2-pok-rozklad-45m2-ul-popowicka-36-balkon-plus-piwnica-ID4zWvL,,750,4,2,"ul. Popowicka, Wrocław",brak,miejskie,3000,do zamieszkania,45,2026-02-10
2026-02-07 23:20,2 pokoje / Michalczyka / Bezpośrednio,2800,https://www.otodom.pl/pl/oferta/2-pokoje-michalczyka-bezposrednio-ID4zWcI,,900,1,2,"ul. Kazimierza Michalczyka, Wrocław",brak,miejskie,3700,do zamieszkania,38,2026-02-10
2026-02-07 23:20,"Nowe 1-pokojowe mieszkanie z balkonem – pierwszy najem, od właściciela",2500,https://www.otodom.pl/pl/oferta/nowe-1-pokojowe-mieszkanie-z-balkonem-pierwszy-najem-od-wlasciciela-ID4zWsl,,0,1,1,"ul. Międzyleska, Wrocław",2025,brak,3000,do zamieszkania,25.74,2026-02-10
2026-02-07 23:20,"Jasne mieszkanie, kolo parku, 64m2 + wielki balkon",3350,https://www.otodom.pl/pl/oferta/jasne-mieszkanie-kolo-parku-64m2-wielki-balkon-ID4zNQS,,770,2,2,"ul. Marszowicka, Wrocław",2016,kotłownia,5500,do zamieszkania,64,2026-02-10
2026-02-07 23:20,81 m2 Kępa Mieszczańska ciche i spokojne,6000,https://www.otodom.pl/pl/oferta/81-m2-kepa-mieszczanska-ciche-i-spokojne-ID4zWtr,,1400,1,4,"ul. Mieszczańska, Wrocław",2018,miejskie,6500,do zamieszkania,81.5,2026-02-10
2026-02-07 23:20,Dom w Śródmieściu Wrocławia ul. Promień,4500,https://www.otodom.pl/pl/oferta/dom-w-srodmiesciu-wroclawia-ul-promien-ID4zWtk,,0,brak,5,"ul. Promień, Wrocław",1970,brak,brak,brak,130,2026-02-10
2026-02-07 23:21,2 pokoje / Borowska / Bez prowizji,2500,https://www.otodom.pl/pl/oferta/2-pokoje-borowska-bez-prowizji-ID4zWeg,,850,3,2,"ul. Borowska, Wrocław",brak,gazowe,3350,do zamieszkania,40,2026-02-10
2026-02-07 23:21,2 pokoje / Strzegomska / BEZPOŚREDNIO,2700,https://www.otodom.pl/pl/oferta/2-pokoje-strzegomska-bezposrednio-ID4zWfG,,1100,5,2,"ul. Strzegomska, Wrocław",brak,miejskie,4000,do zamieszkania,52,2026-02-10
2026-02-07 23:21,2 pokoje / Drabika / Bez prowizji,2900,https://www.otodom.pl/pl/oferta/2-pokoje-drabika-bez-prowizji-ID4zWg4,,850,2,2,Wrocław,brak,miejskie,3750,do zamieszkania,42,2026-02-10
2026-02-07 23:21,Standard Lux/3 pokoje/garaż/Jesionowa/klimatyzacja,4700,https://www.otodom.pl/pl/oferta/standard-lux-3-pokoje-garaz-jesionowa-klimatyzacja-ID4zWqF,,687,4,3,"ul. Jesionowa, Wrocław",2017,miejskie,10000,do zamieszkania,68.95,2026-02-10
2026-02-07 23:22,Nowa kawalerka przy ul. Iwaszkiewicza z antresolą,2600,https://www.otodom.pl/pl/oferta/nowa-kawalerka-przy-ul-iwaszkiewicza-z-antresola-ID4x0td,,400,2,1,"ul. Jarosława Iwaszkiewicza, Wrocław",2023,miejskie,3000,do zamieszkania,33,2026-02-10
2026-02-07 23:23,Do wynajęcia pokój 18m2.ul.Lwowska.,1300,https://www.otodom.pl/pl/oferta/do-wynajecia-pokoj-18m2-ul-lwowska-ID4mPYJ,,380,4,2,"ul. Lwowska, Wrocław",brak,gazowe,2100,do zamieszkania,18,2026-02-10
2026-02-07 23:23,Ogrody Hallera 2 pokoje BEZPOŚREDNIO,3000,https://www.otodom.pl/pl/oferta/ogrody-hallera-2-pokoje-bezposrednio-ID4zWiJ,,850,2,2,"al. gen. Józefa Hallera, Wrocław",2018,gazowe,3000,do zamieszkania,44,2026-02-10
2026-02-07 23:23,3 pokoje z osobną kuchnią w super lokalizacji,3650,https://www.otodom.pl/pl/oferta/3-pokoje-z-osobna-kuchnia-w-super-lokalizacji-ID4zWko,,950,10,3,"ul. Popowicka, Wrocław",brak,miejskie,5000,do zamieszkania,58,2026-02-10
2026-02-07 23:23,Apartament 2-pok.| Balkon | Parking| Magellana,2900,https://www.otodom.pl/pl/oferta/apartament-2-pok-balkon-parking-magellana-ID4yTg1,,950,2,2,"ul. Ferdynanda Magellana, Wrocław",2018,miejskie,4200,brak,45,2026-02-10
2026-02-07 23:24,Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem podziemnym,6200,https://www.otodom.pl/hpr/pl/oferta/nowoczesne-3-pokojowe-mieszkanie-z-balkonem-i-garazem-podziemnym-ID4qm3b,,1000,5,3,"ul. Gwiaździsta, Wrocław",2019,brak,7000,do zamieszkania,77.14,2026-02-10
2026-02-07 23:24,"3pok, Rynek,2 bedr flat/pet firendly/Erasmus",3300,https://www.otodom.pl/pl/oferta/3pok-rynek-2-bedr-flat-pet-firendly-erasmus-ID4zNN1,,1200,3,3,"ul. Nożownicza, Wrocław",1895,miejskie,4500,do zamieszkania,62,2026-02-10
2026-02-07 23:24,ATRAKCYJNA I KAWALERKA 28m I CENTRUM I,2300,https://www.otodom.pl/pl/oferta/atrakcyjna-i-kawalerka-28m-i-centrum-i-ID4zWha,,400,2,1,Wrocław,2012,miejskie,2300,do zamieszkania,28,2026-02-10
2026-02-07 23:24,Luksusowe_4_pokoje_z_tarasem_klimatyzacja_komórka_lokatorkska_garaż,4950,https://www.otodom.pl/pl/oferta/luksusowe-4-pokoje-z-tarasem-klimatyzacja-komorka-lokatorkska-garaz-ID4zWgs,,1050,2,4,"ul. Sarnia, Wrocław",2021,gazowe,12000,do zamieszkania,95,2026-02-10
2026-02-07 23:24,"Mieszkanie, 45 m², Wrocław",3200,https://www.otodom.pl/pl/oferta/mieszkanie-45-m-wroclaw-ID4zWim,,0,8,2,"ul. Legnicka, Wrocław",2021,miejskie,brak,brak,45,2026-02-10
2026-02-07 23:25,Nowy apartament przy rzece | 3 pokoje | Księcia Witolda,5200,https://www.otodom.pl/pl/oferta/nowy-apartament-przy-rzece-3-pokoje-ksiecia-witolda-ID4zW9b,,1250,4,3,"ul. Księcia Witolda, Wrocław",brak,brak,5200,brak,65,2026-02-10
2026-02-07 23:25,Kawalerka / Wyszyńskiego / BEZPOŚREDNIO,1900,https://www.otodom.pl/pl/oferta/kawalerka-wyszynskiego-bezposrednio-ID4zPqA,,800,3,1,"ul. kard. Stefana Wyszyńskiego, Wrocław",brak,gazowe,2700,do zamieszkania,35,2026-02-10
2026-02-07 23:25,Studio Smart 17m2/Pet friendly,1700,https://www.otodom.pl/pl/oferta/studio-smart-17m2-pet-friendly-ID4yrOL,,650,brak,1,"ul. Buforowa, Wrocław",2022,miejskie,2600,do zamieszkania,17,2026-02-10
2026-02-07 23:25,Mieszkanie dwupokojowe 40m2 / jeden miesiąc za darmo!!,2600,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-40m2-jeden-miesiac-za-darmo-ID4ynWk,,700,2,2,"ul. Buforowa, Wrocław",2022,miejskie,3800,do zamieszkania,40,2026-02-10
2026-02-07 23:25,3 pokoje / Klimasa / Bezpośrednio,2650,https://www.otodom.pl/pl/oferta/3-pokoje-klimasa-bezposrednio-ID4zPqh,,1200,2,3,"ul. ks. Czesława Klimasa, Wrocław",brak,miejskie,3850,do zamieszkania,63,2026-02-10
2026-02-07 23:26,Apartament M3 l Taras 65m2 l Miejsce Postojowe,6300,https://www.otodom.pl/pl/oferta/apartament-m3-l-taras-65m2-l-miejsce-postojowe-ID4zQjM,,0,7,3,"ul. Mieszczańska, Wrocław",2020,brak,0,do zamieszkania,72,2026-02-10
2026-02-07 23:26,Apartament 2-pok.balkon |premium kamienica XIX| bez prowizji|long-stay,2890,https://www.otodom.pl/pl/oferta/apartament-2-pok-balkon-premium-kamienica-xix-bez-prowizji-long-stay-ID4zQdC,,690,3,2,"ul. Komandorska, Wrocław",1897,gazowe,3000,do zamieszkania,35,2026-02-10
2026-02-07 23:26,2-pokojowe mieszkanie z ogródkiem i miejscem w garażu podziemnym,3400,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-ogrodkiem-i-miejscem-w-garazu-podziemnym-ID4zQ4K,,800,0,2,"ul. Stanisława Kunickiego, Wrocław",2022,brak,6000,do zamieszkania,51,2026-02-10
2026-02-07 23:26,"Do wynajęcia, 2 pokoje, ogrzewanie miejskie, centrum, bez prowizji!",2300,https://www.otodom.pl/pl/oferta/do-wynajecia-2-pokoje-ogrzewanie-miejskie-centrum-bez-prowizji-ID4zPSG,,538,8,2,"ul. Grabiszyńska, Wrocław",brak,miejskie,3300,brak,32,2026-02-10
2026-02-07 23:27,Mieszkanie 5-pok | Dwupoziomowe | Taras | Muchobór,6500,https://www.otodom.pl/pl/oferta/mieszkanie-5-pok-dwupoziomowe-taras-muchobor-ID4xtND,,1550,2,5,"ul. Stanisławowska, Wrocław",2018,miejskie,14000,brak,126,2026-02-10
2026-02-07 23:27,Śliczne 2 pokojowe z balkonem!,2900,https://www.otodom.pl/pl/oferta/sliczne-2-pokojowe-z-balkonem-ID4zPIn,,520,4,2,"ul. ks. Czesława Klimasa, Wrocław",2012,brak,4000,do zamieszkania,41,2026-02-10
2026-02-07 23:27,Pets Friendly★Ogródek★Taras★Parking,3500,https://www.otodom.pl/pl/oferta/pets-friendlyogrodektarasparking-ID4zPQo,,550,0,2,Wrocław,2024,miejskie,0,do zamieszkania,40,2026-02-10
2026-02-07 23:27,★Apartament nad Rzeką Blisko Centrum★,3000,https://www.otodom.pl/pl/oferta/apartament-nad-rzeka-blisko-centrum-ID4zPQp,,750,7,2,Wrocław,2023,miejskie,0,do zamieszkania,44,2026-02-10
2026-02-07 23:27,"2pok. rozkład, Horbaczewskiego / Legnicka - parking, Internet w cenie!",2100,https://www.otodom.pl/pl/oferta/2pok-rozklad-horbaczewskiego-legnicka-parking-internet-w-cenie-ID4zPFv,,650,4,2,"ul. Stefana Drzewieckiego, Wrocław",1970,miejskie,3000,do zamieszkania,40,2026-02-10
2026-02-07 23:28,4-pok apartament w sercu Wrocławia pl. Jana Pawła,9000,https://www.otodom.pl/pl/oferta/4-pok-apartament-w-sercu-wroclawia-pl-jana-pawla-ID4zPzq,,1300,4,4,"pl. Jana Pawła II, Wrocław",brak,miejskie,9000,brak,73,2026-02-10
2026-02-07 23:28,Przytulne rozkładowe ogrzewanie miejskie blisko Skarbowców,3900,https://www.otodom.pl/pl/oferta/przytulne-rozkladowe-ogrzewanie-miejskie-blisko-skarbowcow-ID4zRjq,,770,2,4,"ul. Skarbowców, Wrocław",2000,miejskie,5000,do zamieszkania,83,2026-02-10
2026-02-07 23:28,Nowoczesne mieszkanie 28m² z balkonem,2700,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-28m-z-balkonem-ID4zidp,,600,4,1,"ul. Podwale, Wrocław",2015,miejskie,2900,do zamieszkania,28,2026-02-10
2026-02-07 23:28,2-pokojowe mieszkanie PO REMONCIE - miejsce postojowe w cenie!,3000,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-remoncie-miejsce-postojowe-w-cenie-ID4zW46,,900,0,2,"ul. Zwycięska, Wrocław",brak,brak,4000,do zamieszkania,50,2026-02-10
2026-02-07 23:29,"Wrocław, Stare Miasto, Księcia Witolda, od",3200,https://www.otodom.pl/pl/oferta/wroclaw-stare-miasto-ksiecia-witolda-od-ID4zGvH,,0,2,2,"ul. Wrocław, Stare Miasto, Księcia Witolda, Wrocław",2022,brak,5000,brak,46.28,2026-02-10
